property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,servant room,furnishing_type,luxury_category,floor_category
flat,sector 95,0.45,2,2,2,New Property,760.69,No,unfurnished,Low,High Floor
house,sector 92,0.75,2,2,3,Relatively New,1060.0,No,unfurnished,Low,Low Floor
flat,sector 102,1.35,2,2,2,Under Construction,915.04,No,unfurnished,Low,Mid Floor
flat,sector 7,0.45,2,2,1,Relatively New,1122.23,No,unfurnished,Low,Mid Floor
flat,sector 57,1.12,2,2,1,Old Property,1050.02,No,unfurnished,Medium,Low Floor
flat,sohna road,0.7,3,3,3,Relatively New,1437.68,No,unfurnished,High,Low Floor
flat,sohna road,1.07,3,3,3+,Relatively New,1729.97,No,unfurnished,High,Mid Floor
house,sector 46,4.25,5,4,2,Moderately Old,2029.0,No,semifurnished,Medium,Mid Floor
flat,sector 88a,1.15,2,2,1,New Property,1455.36,No,unfurnished,Medium,High Floor
flat,sector 12,0.6,3,3,2,Relatively New,1321.9,No,unfurnished,Low,Mid Floor
flat,sector 4,0.21,1,1,1,Relatively New,561.15,No,unfurnished,Low,Low Floor
flat,sector 43,2.5,4,4,3+,Moderately Old,3054.86,Yes,unfurnished,Low,Mid Floor
flat,sector 49,1.9,3,3,3,Moderately Old,2250.97,Yes,unfurnished,Medium,Mid Floor
flat,sector 59,4.25,3,4,3,Under Construction,2294.97,No,unfurnished,Low,Mid Floor
flat,sector 81,0.95,2,2,2,Relatively New,1360.02,No,semifurnished,High,High Floor
house,sector 8,0.59,2,2,2,Moderately Old,646.0,No,unfurnished,Low,Low Floor
flat,sohna road,1.35,3,3,3,New Property,2743.04,Yes,unfurnished,Medium,Low Floor
flat,sector 37d,1.17,2,2,2,Relatively New,1409.96,No,unfurnished,Medium,Low Floor
flat,sector 107,0.98,2,2,3,Relatively New,1533.96,No,semifurnished,High,Mid Floor
flat,sector 65,3.67,3,3,2,Under Construction,2039.97,Yes,unfurnished,Low,High Floor
flat,sector 56,1.35,3,3,3+,Old Property,1499.95,No,semifurnished,High,Mid Floor
house,sector 7,0.27,2,2,1,Moderately Old,249.0,No,unfurnished,Low,Low Floor
flat,sector 102,1.95,3,3,3,New Property,1852.04,No,unfurnished,Medium,High Floor
house,sector 105,1.35,5,3,3,Moderately Old,3516.38,No,unfurnished,Low,Mid Floor
flat,sector 70a,1.68,3,3,3+,New Property,1976.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 81,2.3,3,3,3+,Relatively New,2103.05,Yes,furnished,Low,High Floor
flat,sector 85,1.1,2,2,3+,Relatively New,1740.95,No,unfurnished,Medium,Mid Floor
flat,sector 2,0.75,2,2,2,Old Property,1144.96,No,semifurnished,Low,High Floor
flat,sector 104,1.1,2,2,3,Under Construction,1268.96,No,unfurnished,Medium,High Floor
flat,sector 112,3.0,3,3,2,Relatively New,2801.95,No,semifurnished,Low,Low Floor
flat,sector 37d,1.72,3,3,3+,Relatively New,2190.99,Yes,unfurnished,Low,Mid Floor
house,sector 4,0.7,3,2,1,New Property,756.0,No,unfurnished,Low,Low Floor
house,sector 50,10.45,5,7,3+,Moderately Old,3580.0,Yes,semifurnished,High,Mid Floor
flat,sector 92,0.5,2,2,3,Moderately Old,999.97,No,unfurnished,Low,Low Floor
flat,sector 33,1.1,2,2,2,Under Construction,1720.62,No,unfurnished,Medium,High Floor
flat,sector 113,2.37,4,4,3+,Under Construction,2151.0,No,unfurnished,Medium,High Floor
flat,sector 45,2.4,3,3,2,New Property,1943.96,Yes,semifurnished,Low,Low Floor
house,sector 5,3.75,5,5,3+,Old Property,3040.77,No,unfurnished,Low,Mid Floor
flat,sector 79,0.8,2,2,2,New Property,1894.22,No,unfurnished,Low,High Floor
flat,sector 67,0.95,1,1,1,Relatively New,913.0,No,unfurnished,Low,High Floor
flat,sector 65,2.8,3,3,0,Relatively New,2020.0,No,unfurnished,Low,High Floor
flat,dwarka expressway,1.6,3,3,3,New Property,1688.96,No,unfurnished,Low,Low Floor
flat,sector 51,0.3,1,1,0,Moderately Old,89.79,No,unfurnished,Low,Low Floor
flat,sector 78,1.25,4,4,3,Relatively New,2349.97,Yes,unfurnished,Medium,Low Floor
flat,sector 83,1.8,3,3,3+,Relatively New,1900.04,No,unfurnished,Medium,Mid Floor
flat,sector 69,1.4,3,3,2,Relatively New,1577.99,No,unfurnished,Medium,High Floor
flat,sector 83,1.38,3,3,3,Relatively New,1719.96,Yes,semifurnished,Low,Mid Floor
flat,sector 54,3.25,3,3,3+,Old Property,2870.56,No,semifurnished,Medium,Low Floor
flat,sector 61,2.45,3,3,3,New Property,1549.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 67a,0.6,2,2,2,New Property,699.98,No,unfurnished,Low,High Floor
flat,sector 52,1.55,4,4,3,Moderately Old,2173.12,No,unfurnished,Low,Low Floor
flat,sector 82a,2.7,4,4,3+,Moderately Old,2576.02,Yes,unfurnished,Low,High Floor
flat,sector 85,1.08,2,2,3,New Property,1639.99,Yes,semifurnished,High,Mid Floor
flat,sector 71,1.0,3,3,3+,Relatively New,1484.99,No,semifurnished,Low,Mid Floor
house,sector 17,9.5,8,8,3,Relatively New,5050.1,No,semifurnished,Low,Mid Floor
flat,sector 83,1.25,4,4,3,Moderately Old,2390.02,Yes,unfurnished,Medium,High Floor
flat,sector 107,1.3,3,3,3+,Relatively New,1942.99,No,semifurnished,High,Mid Floor
flat,sector 110,3.49,4,5,3,Relatively New,3399.99,Yes,unfurnished,High,Mid Floor
flat,sector 95,0.82,2,2,3+,New Property,1399.95,No,unfurnished,Medium,High Floor
flat,sector 86,0.45,2,2,1,Under Construction,715.0,No,unfurnished,Low,High Floor
flat,sector 84,1.2,2,2,3,Relatively New,1609.96,No,semifurnished,Medium,Mid Floor
flat,sector 109,1.8,3,3,3+,Relatively New,2545.02,No,unfurnished,High,Mid Floor
flat,sector 49,1.98,3,4,3,Moderately Old,2181.95,Yes,semifurnished,Medium,Mid Floor
flat,sector 58,4.85,4,5,3,Relatively New,3571.08,Yes,semifurnished,Low,High Floor
flat,sector 89,1.1,3,2,3,New Property,1691.99,No,unfurnished,Low,Mid Floor
flat,sector 70a,1.75,3,4,3+,Relatively New,1607.26,No,furnished,Low,High Floor
flat,sector 77,1.0,2,2,2,New Property,1670.96,No,unfurnished,Medium,Mid Floor
flat,sector 86,1.25,3,2,1,New Property,1690.04,No,unfurnished,Medium,Low Floor
house,sector 49,3.75,3,3,1,Old Property,1880.0,No,semifurnished,Low,Low Floor
house,sector 57,3.75,3,4,3,Moderately Old,3366.75,Yes,semifurnished,Low,Low Floor
flat,sector 92,0.5,3,3,1,New Property,797.99,No,furnished,Medium,High Floor
house,sector 50,6.5,5,6,0,Moderately Old,3315.0,No,unfurnished,Low,Low Floor
flat,sector 83,1.8,3,4,0,Relatively New,2100.0,No,unfurnished,Medium,Mid Floor
flat,sector 85,1.11,2,2,3,Relatively New,1639.99,No,unfurnished,High,Mid Floor
flat,sector 106,1.42,4,6,3+,Relatively New,2355.03,Yes,unfurnished,Medium,High Floor
flat,sector 37d,0.68,2,2,3,New Property,722.95,No,unfurnished,Medium,Mid Floor
flat,sector 72,5.25,4,4,3+,New Property,3355.0,Yes,semifurnished,High,High Floor
flat,sector 2,1.59,3,4,3+,Moderately Old,1919.96,Yes,unfurnished,Medium,High Floor
flat,sector 68,1.13,2,2,3,Relatively New,1244.95,No,semifurnished,Medium,Mid Floor
flat,sector 67a,1.7,3,3,2,New Property,1726.96,Yes,semifurnished,Low,Mid Floor
flat,sector 85,1.1,2,2,3,Relatively New,1639.99,No,unfurnished,High,Mid Floor
flat,sector 79,2.0,3,4,3+,Relatively New,2950.33,Yes,semifurnished,High,Low Floor
flat,sector 110,0.22,2,1,1,Relatively New,599.98,No,unfurnished,Low,Low Floor
flat,sector 69,1.75,4,4,1,Relatively New,1970.01,No,unfurnished,Medium,High Floor
flat,sector 99a,1.16,3,3,3,Relatively New,1997.03,Yes,unfurnished,Low,Mid Floor
flat,sector 65,1.95,3,3,3+,New Property,1745.93,No,semifurnished,Medium,Low Floor
flat,sector 95,0.45,2,2,2,New Property,709.37,No,semifurnished,Low,Low Floor
flat,sector 66,3.4,4,4,3+,Relatively New,2410.04,Yes,semifurnished,High,Low Floor
flat,sector 28,1.0,1,1,1,Old Property,1099.96,No,semifurnished,Medium,Low Floor
flat,sector 108,2.9,3,4,2,Relatively New,2002.95,No,unfurnished,Medium,High Floor
flat,sector 95,0.56,2,2,2,Relatively New,1364.0,No,semifurnished,Medium,Mid Floor
flat,sector 70a,1.27,2,2,3+,Relatively New,1626.1,No,semifurnished,Medium,High Floor
house,sohna road road,0.5,2,1,2,Moderately Old,994.0,No,unfurnished,Low,Low Floor
flat,sector 33,1.45,3,2,3,Under Construction,1670.99,No,unfurnished,Low,Mid Floor
house,sohna road,1.5,2,3,2,New Property,1164.0,No,semifurnished,Medium,Low Floor
flat,sector 91,2.0,4,4,3+,Moderately Old,2727.03,Yes,unfurnished,Medium,High Floor
flat,sector 89,1.3,3,3,2,New Property,1774.33,No,unfurnished,Low,Low Floor
house,sector 26,13.5,5,5,3+,Relatively New,4992.0,Yes,furnished,Low,Low Floor
flat,sector 54,3.85,3,3,3+,Old Property,2341.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 30,1.3,3,3,2,Old Property,1499.95,No,unfurnished,Low,Low Floor
flat,sector 49,3.0,4,4,3,Moderately Old,2383.02,Yes,semifurnished,Medium,Mid Floor
flat,sector 92,1.19,4,3,3,Relatively New,2842.84,Yes,unfurnished,Medium,High Floor
flat,sector 67,2.99,3,3,3,Relatively New,2527.04,Yes,semifurnished,Low,Mid Floor
house,sector 12,3.71,3,3,1,Moderately Old,2069.0,No,unfurnished,Low,Mid Floor
house,sector 43,7.85,9,9,3+,Relatively New,2984.0,Yes,furnished,Low,Mid Floor
flat,sector 65,2.15,2,2,3+,Relatively New,1583.0,No,unfurnished,Low,High Floor
flat,sector 36a,2.3,2,2,2,Relatively New,1634.0,No,unfurnished,Medium,High Floor
flat,sector 9a,1.25,4,3,3,Old Property,2252.14,Yes,semifurnished,Low,Low Floor
flat,sector 95,0.32,2,2,1,Relatively New,699.98,No,furnished,Low,Mid Floor
house,sector 41,2.65,3,3,3,New Property,1880.77,Yes,semifurnished,Low,Mid Floor
flat,sector 86,0.5,2,2,2,Old Property,642.98,No,unfurnished,Low,Mid Floor
flat,sector 90,1.25,3,3,3,Relatively New,1701.99,No,unfurnished,High,Mid Floor
flat,sector 107,0.37,2,2,1,Relatively New,547.99,No,unfurnished,Medium,Mid Floor
flat,sector 83,1.4,4,4,3,Relatively New,2431.71,Yes,unfurnished,Low,Mid Floor
flat,sector 68,0.84,2,2,2,New Property,1304.0,No,unfurnished,Low,Mid Floor
flat,sector 90,1.3,3,3,3+,Relatively New,1818.02,No,unfurnished,Medium,Mid Floor
house,sector 49,6.5,5,5,2,Relatively New,3819.0,Yes,semifurnished,Low,Low Floor
flat,sector 71,0.65,2,2,1,Relatively New,639.05,No,semifurnished,Low,Mid Floor
flat,sector 43,6.2,4,4,3+,Moderately Old,2996.99,Yes,unfurnished,Low,Mid Floor
flat,sector 95,0.46,2,2,2,New Property,907.81,No,unfurnished,Medium,High Floor
flat,sector 68,0.9,2,2,2,New Property,1471.36,No,unfurnished,Low,Low Floor
flat,sohna road,1.3,3,3,3+,Relatively New,1750.96,No,unfurnished,Low,Mid Floor
flat,sector 69,1.55,3,3,2,Relatively New,1577.99,No,semifurnished,High,Mid Floor
house,sector 26,4.5,3,3,2,Old Property,1492.0,No,semifurnished,Medium,Low Floor
flat,sector 79,1.5,3,4,3+,Relatively New,1815.01,Yes,semifurnished,Medium,High Floor
flat,sector 102,2.22,3,4,3+,Relatively New,2149.01,Yes,unfurnished,Medium,High Floor
flat,sector 33,0.4,2,2,2,Under Construction,723.42,No,unfurnished,Low,Mid Floor
flat,sector 85,1.05,2,2,1,Under Construction,1203.53,No,unfurnished,Low,High Floor
flat,sector 108,0.7,2,2,3,Relatively New,1614.88,No,unfurnished,Low,Low Floor
house,sector 33,11.0,5,6,3,New Property,4972.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 21,1.4,5,4,2,Moderately Old,2400.03,No,unfurnished,Low,Low Floor
flat,sector 113,3.21,3,3,3,New Property,2520.04,No,unfurnished,Low,Mid Floor
flat,sector 22,3.99,3,5,3+,New Property,3089.99,Yes,furnished,Medium,Mid Floor
house,sector 72,8.6,4,5,3+,Relatively New,7735.0,No,semifurnished,Low,Mid Floor
house,sector 26,6.75,3,3,3,Moderately Old,2685.0,No,unfurnished,Low,Low Floor
house,dwarka expressway,0.85,5,5,3+,New Property,663.0,No,unfurnished,Low,Mid Floor
house,sector 66,11.0,5,6,3+,New Property,3580.0,Yes,semifurnished,High,Low Floor
flat,sector 28,2.26,3,3,2,Old Property,1777.01,Yes,unfurnished,High,High Floor
flat,sector 107,0.8,2,2,3+,New Property,1366.05,No,unfurnished,Medium,High Floor
flat,sector 92,0.75,3,4,3,Moderately Old,1995.19,No,unfurnished,Medium,Low Floor
house,sector 7,0.45,3,2,1,Old Property,994.0,No,unfurnished,Low,Low Floor
flat,sector 37d,0.45,2,3,2,Under Construction,735.92,No,unfurnished,Low,Mid Floor
flat,sector 82,0.94,2,2,2,Relatively New,1435.04,No,semifurnished,Medium,High Floor
house,sector 105,1.15,3,2,1,Moderately Old,4364.34,No,unfurnished,Low,Low Floor
house,sector 9,0.6,3,3,1,Relatively New,617.0,No,unfurnished,Low,Low Floor
flat,sector 85,1.2,2,2,3+,Relatively New,1639.99,No,unfurnished,High,Low Floor
flat,sector 85,2.14,4,4,3,Relatively New,2811.96,Yes,unfurnished,Low,Mid Floor
flat,sector 106,1.15,3,4,3+,Relatively New,1760.01,Yes,semifurnished,High,High Floor
flat,sector 108,0.65,2,2,2,Relatively New,1364.97,No,semifurnished,High,Mid Floor
house,sector 46,2.2,3,3,2,Old Property,1004.0,No,semifurnished,Medium,Mid Floor
flat,sector 83,1.25,3,3,2,Relatively New,1980.02,Yes,unfurnished,Medium,Low Floor
flat,sector 72,4.0,4,5,3+,Relatively New,2904.96,Yes,semifurnished,High,High Floor
flat,sector 37d,0.6,2,2,3,New Property,650.03,No,unfurnished,Low,Mid Floor
flat,sector 95,0.56,2,2,3,New Property,989.96,No,unfurnished,Low,High Floor
flat,sector 48,1.76,3,3,3+,Moderately Old,1776.04,Yes,semifurnished,High,Mid Floor
house,sector 46,2.4,4,4,3,Moderately Old,994.0,No,semifurnished,Low,Mid Floor
flat,sector 9a,0.94,3,3,2,Moderately Old,1932.63,No,semifurnished,Medium,Mid Floor
flat,sohna road,0.55,2,2,3,Relatively New,1024.82,No,unfurnished,Medium,Mid Floor
flat,sector 69,1.6,3,3,2,Relatively New,1577.99,No,unfurnished,Low,Low Floor
flat,sector 104,1.58,2,3,3,Relatively New,1700.05,Yes,unfurnished,Medium,High Floor
flat,sector 92,1.1,3,2,3,Relatively New,2469.49,No,unfurnished,Low,Low Floor
flat,sector 85,1.77,3,4,3+,New Property,2407.99,No,unfurnished,Medium,Mid Floor
house,sector 7,3.85,4,4,3,Old Property,2904.0,No,unfurnished,Low,Mid Floor
flat,sector 69,1.3,3,3,1,Relatively New,1567.98,No,unfurnished,Medium,High Floor
flat,sector 110,1.4,3,3,3,Relatively New,1615.02,No,semifurnished,Medium,Mid Floor
flat,sector 107,0.88,2,2,3+,Relatively New,1366.05,No,unfurnished,Medium,Mid Floor
flat,sector 81,1.35,3,3,3+,Old Property,2232.11,No,unfurnished,Medium,Mid Floor
flat,sector 95,0.36,2,2,2,New Property,804.44,No,unfurnished,Medium,Mid Floor
flat,sector 108,2.15,3,4,3+,Relatively New,5200.04,No,unfurnished,Low,High Floor
flat,sector 54,6.75,4,4,2,Moderately Old,2704.0,Yes,furnished,Medium,Mid Floor
flat,sector 84,0.9,3,3,3,Relatively New,1825.02,No,unfurnished,Medium,High Floor
house,sector 2,2.5,4,4,2,Old Property,1720.0,No,unfurnished,Low,Mid Floor
flat,sector 69,0.75,2,2,2,Moderately Old,1215.0,No,unfurnished,Low,Mid Floor
flat,sector 39,2.0,3,3,3+,Old Property,2652.0,No,unfurnished,Low,Low Floor
flat,sector 104,2.45,3,4,3+,Relatively New,2449.97,Yes,semifurnished,Medium,High Floor
flat,sohna road road,1.65,3,3,0,New Property,1179.57,No,unfurnished,Medium,Low Floor
house,sector 4,1.9,4,3,2,Moderately Old,2132.23,No,semifurnished,Low,Low Floor
flat,sector 112,4.25,3,5,2,Relatively New,3762.95,Yes,unfurnished,Medium,High Floor
flat,sector 67,4.5,4,4,3+,Relatively New,3192.03,Yes,semifurnished,Low,Low Floor
flat,sector 82,1.16,3,3,3+,Relatively New,2069.68,Yes,semifurnished,High,Low Floor
flat,sohna road,0.3,2,2,2,New Property,654.98,No,unfurnished,Medium,Mid Floor
flat,sector 61,1.6,2,2,2,New Property,1434.12,No,unfurnished,Low,Mid Floor
flat,sector 37c,0.9,3,3,3,Under Construction,1602.96,No,unfurnished,Medium,Low Floor
flat,sector 43,2.5,3,2,3,Old Property,1849.99,No,unfurnished,Low,Mid Floor
flat,sector 82,1.12,3,4,2,Relatively New,1790.04,Yes,unfurnished,High,Mid Floor
flat,sector 102,1.42,3,3,3,Relatively New,1650.0,No,unfurnished,Low,Mid Floor
flat,sector 106,1.35,4,4,3+,Relatively New,2355.03,Yes,semifurnished,High,High Floor
flat,sector 67,0.56,2,2,1,New Property,997.59,No,unfurnished,Medium,Mid Floor
flat,sector 88b,0.92,2,2,3,New Property,1454.88,No,unfurnished,Low,Mid Floor
flat,sector 77,1.65,4,3,3,Relatively New,1949.99,Yes,unfurnished,Medium,Mid Floor
flat,sector 86,1.54,4,4,3+,Moderately Old,2363.97,Yes,unfurnished,Medium,High Floor
flat,sector 4,0.39,2,2,1,Relatively New,999.69,No,unfurnished,Low,Low Floor
flat,sector 83,0.75,2,2,2,Relatively New,1325.04,No,semifurnished,Low,Mid Floor
flat,sector 81,1.45,3,3,3,Relatively New,1809.95,No,semifurnished,Medium,Mid Floor
flat,sector 86,1.5,3,3,3+,Relatively New,1929.0,No,unfurnished,High,High Floor
flat,sector 85,2.09,4,4,3,Relatively New,2811.96,Yes,unfurnished,Low,Mid Floor
flat,sector 65,2.35,3,3,3,Relatively New,2057.26,Yes,semifurnished,Medium,Mid Floor
flat,sector 99a,0.27,2,2,1,Relatively New,558.75,No,unfurnished,Medium,Mid Floor
flat,sector 54,1.59,3,3,3+,Moderately Old,2486.0,No,semifurnished,Medium,Mid Floor
flat,sector 79,2.03,3,4,3+,Relatively New,2243.95,Yes,unfurnished,Medium,Mid Floor
house,sector 43,6.5,5,4,3+,Moderately Old,2138.0,Yes,semifurnished,Medium,Mid Floor
house,sector 33,9.55,6,7,3+,Relatively New,5470.0,Yes,semifurnished,Medium,Low Floor
flat,sector 111,5.25,4,6,3+,Relatively New,4499.96,Yes,semifurnished,Medium,Mid Floor
house,sector 61,2.01,3,3,3,Under Construction,1712.0,No,unfurnished,Medium,Mid Floor
flat,sector 111,3.9,4,5,3+,Relatively New,3000.01,Yes,furnished,High,Mid Floor
flat,sector 110,3.45,4,4,3,Moderately Old,3399.99,Yes,semifurnished,Medium,Mid Floor
flat,sector 104,2.49,3,3,3+,Relatively New,2449.97,Yes,semifurnished,Medium,High Floor
flat,sector 1,0.85,3,3,3+,Moderately Old,2149.98,Yes,unfurnished,Low,Mid Floor
flat,sector 102,1.35,3,3,3,Relatively New,1650.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 109,1.2,3,2,2,Relatively New,1880.02,No,unfurnished,High,Mid Floor
flat,sector 102,1.8,3,4,3,Relatively New,1888.96,Yes,unfurnished,Low,High Floor
flat,sector 86,1.55,3,3,3+,Relatively New,1929.0,No,furnished,High,High Floor
flat,sector 92,1.9,4,4,3+,Relatively New,2325.0,Yes,unfurnished,Low,Mid Floor
flat,sector 78,0.62,2,2,1,Moderately Old,1239.03,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.2,2,2,1,New Property,750.03,No,unfurnished,Low,Mid Floor
house,sector 93,1.3,3,2,1,Relatively New,1273.0,No,unfurnished,Medium,Mid Floor
flat,sector 89,0.42,2,2,2,Relatively New,850.03,No,unfurnished,Low,Mid Floor
flat,sector 33,1.9,3,3,3+,New Property,2405.16,Yes,unfurnished,Medium,High Floor
flat,sector 76,0.75,2,2,3,Relatively New,1325.04,No,semifurnished,Low,High Floor
flat,sector 69,1.32,3,3,1,Relatively New,1567.98,No,unfurnished,Medium,High Floor
flat,sector 76,1.92,3,3,2,Under Construction,1518.83,No,unfurnished,Medium,Low Floor
flat,sector 104,1.4,3,2,2,Under Construction,1388.97,No,unfurnished,Low,Mid Floor
flat,sector 33,1.27,2,2,3+,Under Construction,1382.95,No,unfurnished,Low,Mid Floor
flat,sohna road,0.29,2,2,1,Relatively New,647.37,No,unfurnished,Low,Mid Floor
flat,sector 113,2.33,3,3,3,New Property,2217.04,Yes,unfurnished,High,Mid Floor
flat,sector 85,1.78,3,4,3+,New Property,2407.99,No,unfurnished,Medium,Mid Floor
flat,sector 85,1.5,4,5,3+,New Property,2559.98,Yes,semifurnished,Low,Mid Floor
flat,sector 65,2.35,3,3,3,Relatively New,1650.0,Yes,semifurnished,High,Low Floor
house,sector 25,16.0,6,5,2,Relatively New,6630.0,No,unfurnished,Low,Mid Floor
flat,sector 37d,1.2,3,2,1,Under Construction,2000.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 79,1.2,3,3,3+,Relatively New,1490.05,No,semifurnished,Medium,High Floor
flat,sector 61,3.9,3,4,3+,Under Construction,1558.54,Yes,unfurnished,High,High Floor
flat,sector 71,1.15,3,3,2,Moderately Old,1762.05,Yes,semifurnished,Medium,High Floor
flat,manesar,0.9,3,3,3+,Moderately Old,2287.01,Yes,unfurnished,Low,Mid Floor
flat,sector 113,2.85,3,3,3+,New Property,2217.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 102,2.5,3,4,3+,New Property,2149.01,Yes,semifurnished,Medium,High Floor
flat,sector 89,1.55,3,2,3,Moderately Old,1550.0,No,semifurnished,Medium,Mid Floor
flat,sector 86,1.45,3,2,3,Relatively New,1482.44,No,furnished,Medium,Mid Floor
flat,sector 69,1.32,3,3,1,Relatively New,1567.98,No,semifurnished,Medium,High Floor
flat,sector 41,3.4,4,4,3,Old Property,3205.0,No,unfurnished,Low,Low Floor
house,sector 82,6.8,4,4,3+,Relatively New,3580.0,Yes,furnished,Medium,Mid Floor
flat,sector 33,1.5,2,2,3+,Under Construction,1727.07,No,unfurnished,Medium,Low Floor
flat,sector 102,1.26,2,2,3,Relatively New,1215.03,No,semifurnished,Low,Mid Floor
flat,sector 102,1.75,3,4,3+,Relatively New,1942.02,Yes,semifurnished,Medium,High Floor
flat,sector 37d,1.02,3,2,3,Under Construction,1700.05,No,unfurnished,Low,High Floor
flat,sector 70a,1.25,3,3,2,Relatively New,1425.03,No,unfurnished,Low,Low Floor
flat,sector 37d,1.08,3,3,3,Relatively New,1800.05,No,unfurnished,High,Mid Floor
flat,sector 56,1.7,3,3,3,Moderately Old,2234.7,No,unfurnished,Low,Mid Floor
flat,sector 48,2.75,3,4,3+,Moderately Old,2556.96,No,unfurnished,Low,Mid Floor
flat,sector 67,2.8,3,3,3,Relatively New,2048.05,No,furnished,High,Low Floor
house,sector 33,0.85,3,2,0,Relatively New,994.0,No,unfurnished,Low,Low Floor
house,sector 67,3.0,4,4,0,Moderately Old,3142.31,No,unfurnished,Low,Mid Floor
flat,sector 95,0.19,1,1,1,Relatively New,4005.2,No,unfurnished,Low,High Floor
flat,sector 104,2.63,4,4,3+,Relatively New,3149.95,Yes,semifurnished,High,High Floor
house,sector 25,7.5,9,9,3+,Relatively New,2138.0,Yes,semifurnished,High,Mid Floor
flat,sector 89,1.1,3,1,0,New Property,1219.0,No,unfurnished,Low,Low Floor
house,sector 31,4.25,5,5,3+,Moderately Old,2020.05,No,semifurnished,Medium,Mid Floor
flat,sector 69,2.05,4,4,2,Relatively New,2087.01,No,unfurnished,High,Low Floor
flat,sector 90,1.42,4,4,3+,Moderately Old,2363.97,Yes,unfurnished,Low,Mid Floor
house,sector 4,0.47,2,2,1,New Property,522.1,No,semifurnished,Medium,Low Floor
flat,sector 67a,0.62,2,2,2,Relatively New,652.1,No,unfurnished,Medium,Low Floor
house,sector 66,8.8,4,4,3+,Relatively New,2655.0,Yes,unfurnished,Medium,Mid Floor
house,sector 41,7.0,7,7,3+,Moderately Old,2735.0,Yes,furnished,High,Mid Floor
flat,sector 51,3.55,5,6,3+,Moderately Old,5848.33,Yes,semifurnished,High,High Floor
flat,sector 84,1.1,3,3,2,Relatively New,1749.99,No,unfurnished,Medium,Mid Floor
flat,sector 66,4.85,4,4,3+,Relatively New,3730.98,Yes,semifurnished,High,High Floor
